Name,Nick Name,Status,Definition,Acronym,Resources,Related Terms,Synonyms,Stewards,Experts,Parent Term Name,IsDefinitionRichText,Term Template Names
Surplus_Line,Surplus Line,Approved,"specialized property or liability coverage available via nonadmitted insurers where coverage is not available through an admitted insurer, licensed to sell that particular coverage in the state.",,,,,,,,,
Surplus,Surplus,Approved,insurance term referring to retained earnings.,,,,,,,,,
Swap,Swap,Approved,"an agreement to exchange or net payments as the buyer of an Option, Cap or Floor and to make payments as the seller of a different Option, Cap or Floor.",,,,,,,,,
Tenants,Tenants,Approved,homeowners insurance sold to tenants occupying the described property.,,,,,,,,,
Term_Insurance,Term Insurance,Approved,"life insurance payable only if death of insured occurs within a specified time, such as 5 or 10 years, or before a specified age.",,,,,,,,,
Term,Term,Approved,period of time for which policy is in effect.,,,,,,,,,
Third_Party,Third Party,Approved,person other than the insured or insurer who has incurred losses or is entitled to receive payment due to acts or omissions of the insured.,,,,,,,,,
Title_Insurance,Title Insurance,Approved,coverage that guarantees the validity of a title to real and personal property. Buyers of real and personal property and mortgage lenders rely upon the coverage to protect them against losses from undiscovered defects in existence when the policy is issued.,,,,,,,,,
Total_Liabilities,Total Liabilities ,Approved,total money owed or expected to be owed by the insurance company.,,,,,,,,,
Total_Revenue,Total Revenue ,Approved,"premiums, revenue, investment income, and income from other sources.",,,,,,,,,
Travel_Coverage,Travel Coverage,Approved,covers financial loss due to trip cancellation/interruption; lost or damaged baggage; trip or baggage delays; missed connections and/or changes in itinerary; and casualty losses due to rental vehicle damage.,,,,,,,,,
Treaty,Treaty,Approved,a reinsurance agreement between the ceding company and reinsurer.,,,,,,,,,
Umbrella_and_Excess_Commercial,Umbrella and Excess (Commercial),Approved,coverage for the liability of a commercial venture above a specific amount set forth in a basic policy issued by the primary insurer; or a self-insurer for losses over a stated amount; or an insured or self-insurer for known or unknown gaps in basic coverages or self-insured retentions.,,,,,,,,,
Umbrella_and_Excess_Personal,Umbrella and Excess (Personal),Approved,non-business liability protection for individuals above a specific amount set forth in a basic policy issued by the primary insurer; or a self-insurer for losses over a stated amount; or an insured or self-insurer for known or unknown gaps in basic coverages or self-insured retentions.,,,,,,,,,
Unallocated_Loss_Adjustment_Expense_ULAE,Unallocated Loss Adjustment Expense (ULAE) ,Approved,loss adjustment expenses that cannot be specifically tied to a claim.,,,,,,,,,
Unauthorized_Reinsurance,Unauthorized Reinsurance ,Approved,reinsurance placed with a company not authorized in the reporting company's state of domicile.,,,,,,,,,
Underinsured_Motorist_Coverage,Underinsured Motorist Coverage,Approved,policy option for bodily injury or property losses caused by a motorist with coverage insufficient to cover total dollar amount of losses. Compensation for the injured party is equal to the difference between the losses incurred and the liability covered by the motorist at fault.,,,,,,,,,
Underlying_Interest,Underlying Interest,Approved,"the asset(s), liability(ies) or other interest(s) underlying a derivative instrument, including, but not limited to, any one or more securities, currencies, rates indices, commodities, derivative instruments, or other financial market instruments.",,,,,,,,,
Underwriter,Underwriter,Approved,"person who identifies, examines and classifies the degree of risk represented by a proposed insured in order to determine whether or not coverage should be provided and, if so, at what rate.",,,,,,,,,
Underwriting_Risk,Underwriting Risk ,Approved,section of the risk-based capital formula calculating requirements for reserves and premiums.,,,,,,,,,
Underwriting,Underwriting,Approved,"the process by which an insurance company examines risk and determines whether the insurer will accept the risk or not, classifies those accepted and determines the appropriate rate for coverage provided.",,,,,,,,,
Unearned_Premium_Reserve,Unearned Premium Reserve ,Approved,all premiums (fees) received for coverage extending beyond the statement date; appears as a liability on the balance sheet.,,,,,,,,,
Unearned_Premium,Unearned Premium,Approved,amount of premium for which payment has been made by the policyholder but coverage has not yet been provided.,,,,,,,,,
Universal_Life_Insurance,Universal Life Insurance,Approved,"adjustable life insurance under which premiums and coverage are adjustable, company expenses are not specifically disclosed to the insured but a financial report is provided to policyholder's annually.",,,,,,,,,
Unpaid_Losses,Unpaid Losses ,Approved,claims that are in the course of settlement. The term may also include claims that have been incurred but not reported.,,,,,,,,,
Valued_Policy_Law,Valued Policy Law,Approved,state legislation which specifies that the insured shall receive the face amount of the policy in the event of a total loss to a dwelling rather than the actual cash value regardless of the principle of indemnity.,,,,,,,,,
Valued_Policy,Valued Policy,Approved,an insurance contract for which the value is agreed upon in advance and is not related to the amount of the insured loss.,,,,,,,,,
Variable_Annuity,Variable Annuity,Approved,an annuity contract under which the premium payments are used to purchase stock and the value of each unit is relative to the value of the investment portfolio.,,,,,,,,,
Variable_Life_Insurance,Variable Life Insurance,Approved,life insurance whose face value and/or duration varies depending upon the value of underlying securities.,,,,,,,,,
Variable_Universal_Life,Variable Universal Life,Approved,combines the flexible premium features of universal life with the component of variable life in which excess credited to the cash value of the account depends on investment results of separate accounts. The policyholder selects the accounts into which the premium payments are to be made.,,,,,,,,,
Viatical_Settlements,Viatical Settlements,Approved,contracts or agreements in which a buyer agrees to purchase all or a part of a life insurance policy.,,,,,,,,,
Vision,Vision,Approved,limited benefit expense policies. Provides benefits for eye care and eye care accessories. Generally provides a stated dollar amount per annual eye examination. Benefits often include a stated dollar amount for glasses and contacts. May include surgical benefits for injury or sickness associated with the eye.,,,,,,,,,
Warrant,Warrant ,Approved,an agreement that gives the holder the right to purchase an underlying financial instrument at a given price and time or at a series of prices and times according to a schedule or warrant agreement.,,,,,,,,,
Warranty,Warranty,Approved,"coverage that protects against manufacturer's defects past the normal warranty period and for repair after breakdown to return a product to its originally intended use. Warranty insurance generally protects consumers from financial loss caused by the seller's failure to rectify or compensate for defective or incomplete work and cost of parts and labor necessary to restore a product's usefulness. Includes but is not limited to coverage for all obligations and liabilities incurred by a service contract provider, mechanical breakdown insurance and service contracts written by insurers.",,,,,,,,,
Whole_Life_Insurance,Whole Life Insurance,Approved,life insurance that may be kept in force for the duration of a person's life and pays a benefit upon the person's death. Premiums are made for same time period.,,,,,,,,,
Whole_Life,Whole Life,Approved,"life insurance that may be kept in force for a person's entire life and that pays a benefit upon the person's death, whenever that may be.",,,,,,,,,
Workers_Compensation,Workers' Compensation,Approved,"insurance that covers an employer's liability for injuries, disability or death to persons in their employment, without regard to fault, as prescribed by state or federal workers' compensation laws and other statutes.",,,,,,,,,
Written_Premium,Written Premium,Approved,"the contractually determined amount charged by the reporting entity to the policyholder for the effective period of the contract based on the expectation of risk, policy benefits, and expenses associated with the coverage provided by the terms of the insurance contract.",,,,,,,,,
